Age,Annual Income ($),Spending Score (1-100),Work Experience,Family Size,Gender_Female,Gender_Male,cluster
-0.139325557311269,-0.956344592098742,0.0729563029473409,0,2,1.0,0.0,1
-0.3152416650275177,-0.2565560651753953,-0.1060775693160723,4,3,0.0,1.0,1
-0.9133564312627636,-0.3002928481081044,0.0371495284946583,2,2,1.0,0.0,2
0.0014073288617299,-0.2784244566417499,-0.3209182160321682,1,1,1.0,0.0,1
0.2828731012077279,-1.2843704640940603,0.0013427540419756,0,4,0.0,1.0,1
-0.3856081081140173,-1.0875549408968694,0.1445698518527062,6,3,0.0,1.0,2
0.6347053166402254,0.2026801556180509,-0.3567249904848509,8,1,0.0,1.0,3
-0.1041423357680192,-1.6780015104884431,-0.2493046671268029,8,4,1.0,0.0,1
-0.9837228743492632,-1.896685425151989,0.2161834007580715,1,3,1.0,0.0,2
-0.0337758926815197,-1.743606684887507,-0.1776911182214376,7,5,0.0,1.0,1
0.2125066581212284,-2.1809745142145984,0.2519901752107542,0,3,1.0,0.0,1
-0.9485396528060132,-1.218765289694997,0.1445698518527062,5,2,1.0,0.0,2
-0.5263409942870163,-0.7595290689015507,0.3236037241161195,7,3,1.0,0.0,2
0.0365905504049797,-1.1968968982286423,-0.1776911182214376,0,2,1.0,0.0,1
0.6698885381834752,-1.415580812892188,0.1445698518527062,0,3,1.0,0.0,1
-1.0892725389790123,-1.6342647275557338,-0.3567249904848509,1,4,0.0,1.0,1
-0.0337758926815197,-0.4971083713052957,-0.0702707948633896,1,2,0.0,1.0,1
-0.3152416650275177,-1.743606684887507,-0.3925317649375335,1,2,1.0,0.0,1
-0.5967074373735158,-1.896685425151989,-0.3209182160321682,0,1,1.0,0.0,1
-0.8781732097195137,-0.6720555030361324,0.0371495284946583,10,1,0.0,1.0,2
-0.0689591142247695,-2.3777900374117897,-0.1418843437687549,0,1,1.0,0.0,1
-0.7726235450897645,-0.956344592098742,-0.034464020410707,0,2,1.0,0.0,2
-0.0337758926815197,-1.1531601152959332,-0.3209182160321682,1,2,0.0,1.0,1
-1.018906095892513,-0.6720555030361324,-0.0702707948633896,3,3,0.0,1.0,2
-0.9133564312627636,-1.000081375031451,-0.3567249904848509,0,4,1.0,0.0,1
0.0014073288617299,-2.3340532544790804,-0.1060775693160723,1,7,1.0,0.0,1
0.6347053166402254,-0.2784244566417499,0.2877969496634369,0,3,0.0,1.0,0
-0.8078067666330143,-1.2843704640940603,0.1445698518527062,0,5,0.0,1.0,2
0.0014073288617299,-0.5408451542380048,0.1803766263053889,10,2,0.0,1.0,1
-0.9837228743492632,-0.6283187201034232,-0.3209182160321682,1,2,1.0,0.0,1
0.5995220950969757,-1.4811859872912518,-0.034464020410707,3,2,1.0,0.0,1
0.1773234365779787,-0.7157922859688415,-0.1776911182214376,1,1,0.0,1.0,1
0.6698885381834752,-2.137237731281889,-0.2851114415794856,6,5,0.0,1.0,1
0.5995220950969757,-2.137237731281889,-0.1060775693160723,9,3,0.0,1.0,1
0.5643388735537259,-1.6780015104884431,0.0371495284946583,4,4,0.0,1.0,1
-1.0540893174357626,-1.8748170336856345,0.1087630774000236,0,1,1.0,0.0,2
-0.3856081081140173,-0.8688710262333236,-0.3209182160321682,1,5,1.0,0.0,1
-1.0540893174357626,-2.3777900374117897,-0.1776911182214376,1,1,0.0,1.0,1
-1.0892725389790123,-0.3002928481081044,-0.1060775693160723,0,3,1.0,0.0,2
-1.0540893174357626,-1.3062388555604152,-0.034464020410707,8,4,1.0,0.0,2
0.4939724304672264,-2.224711297147308,-0.2851114415794856,1,1,1.0,0.0,1
0.0014073288617299,-0.6939238945024869,0.2877969496634369,0,2,1.0,0.0,2
0.0717737719482294,-0.584581937170714,-0.2851114415794856,2,7,1.0,0.0,1
0.0365905504049797,-0.5189767627716503,0.2161834007580715,1,2,1.0,0.0,2
-0.7726235450897645,-1.6342647275557338,0.1803766263053889,0,3,0.0,1.0,2
-0.3856081081140173,-1.32810724702677,-0.3925317649375335,1,4,1.0,0.0,1
-0.3152416650275177,-0.3002928481081044,0.2519901752107542,9,4,1.0,0.0,2
-0.3504248865707675,-2.2903164715463715,1.4336137321492817,1,3,0.0,1.0,2
-0.9133564312627636,-2.159106122748244,-0.7864062839170427,9,2,1.0,0.0,1
-0.6318906589167655,-1.415580812892188,0.9323188898117246,1,2,1.0,0.0,2
-0.2096920003977685,-0.4752399798389411,-0.5715656372009468,0,7,0.0,1.0,1
-0.3152416650275177,-2.3340532544790804,1.5768408299600123,0,2,0.0,1.0,2
0.3532395442942274,-1.5905279446230247,-1.4309282240653305,0,2,0.0,1.0,1
-0.3856081081140173,-1.0219497664978057,0.8607053409063593,8,5,0.0,1.0,2
-0.0689591142247695,-0.9782129835650965,-1.5025417729706958,9,5,0.0,1.0,1
-0.3504248865707675,-1.85294864221928,0.8607053409063593,0,2,0.0,1.0,2
-0.842989988176264,-1.524922770223961,-0.6073724116536294,6,4,1.0,0.0,1
-0.6318906589167655,-1.4374492043585427,0.7174782430956287,5,1,1.0,0.0,2
-1.018906095892513,-0.4752399798389411,-1.6457688707814264,1,2,0.0,1.0,1
-0.7022571020032651,-0.4096348054398774,1.326193408791234,5,5,1.0,0.0,2
-0.1745087788545188,-0.7595290689015507,-1.574155321876061,5,2,1.0,0.0,1
-0.5967074373735158,-0.5627135457043595,0.789091792000994,3,4,0.0,1.0,2
-1.0540893174357626,-1.940422208084698,-1.4667349985180131,8,4,0.0,1.0,1
-0.4911577727437665,-2.09350094834918,0.7532850175483113,4,4,1.0,0.0,2
0.2828731012077279,-1.7217382934211525,-1.6457688707814264,0,2,1.0,0.0,1
-0.5967074373735158,-0.9782129835650965,1.505227281054647,0,5,0.0,1.0,2
-0.7374403235465148,-1.0656865494305148,-0.3925317649375335,5,3,1.0,0.0,1
-0.5967074373735158,-0.5627135457043595,1.2903866343385513,1,2,1.0,0.0,2
-0.842989988176264,-0.8688710262333236,-1.3951214496126478,0,5,0.0,1.0,1
-0.7374403235465148,-1.85294864221928,1.6484543788653776,8,5,0.0,1.0,2
-0.0337758926815197,-1.2843704640940603,-0.5357588627482641,9,2,0.0,1.0,1
-0.5967074373735158,-1.5905279446230247,0.8248985664536767,1,1,1.0,0.0,2
-0.5263409942870163,-1.3062388555604152,-1.0370537050858213,7,4,1.0,0.0,1
-0.5263409942870163,-0.4533715883725865,1.3978069576965992,6,3,0.0,1.0,2
-0.2096920003977685,-1.7654750763538614,-1.2160875773492346,0,9,0.0,1.0,1
-0.3504248865707675,-1.524922770223961,1.326193408791234,0,1,0.0,1.0,2
-0.1745087788545188,-2.049764165416471,-1.1086672539911866,0,2,1.0,0.0,1
-0.3856081081140173,-0.4096348054398774,0.896512115359042,2,2,1.0,0.0,2
-0.0689591142247695,-0.6720555030361324,-1.2518943518019172,0,4,1.0,0.0,1
-0.7726235450897645,-2.202842905680953,1.3620001832439166,8,4,1.0,0.0,2
-0.420791329657267,-2.0716325568828253,-1.788995968592157,1,1,0.0,1.0,1
-0.6670738804600153,-0.5189767627716503,0.9681256642644072,3,4,1.0,0.0,2
-0.5263409942870163,-0.9782129835650965,-1.788995968592157,1,2,0.0,1.0,1
-0.6670738804600153,-0.5408451542380048,0.789091792000994,3,3,1.0,0.0,2
0.2476898796644782,-2.224711297147308,-0.5715656372009468,1,1,1.0,0.0,1
-0.7022571020032651,-1.32810724702677,1.1471595365278209,1,5,1.0,0.0,2
-1.0540893174357626,-1.6561331190220885,-1.6457688707814264,0,5,0.0,1.0,1
-0.6318906589167655,-1.1531601152959332,1.505227281054647,1,5,1.0,0.0,2
0.0365905504049797,-1.3937124214258336,-0.8938266072750907,0,2,0.0,1.0,1
-0.4559745512005168,-1.2406336811613514,0.8607053409063593,5,3,1.0,0.0,2
-0.2448752219410183,-0.6939238945024869,-1.1086672539911866,9,3,0.0,1.0,1
-0.561524215830266,-0.6064503286370686,1.5768408299600123,0,5,1.0,0.0,2
-0.4559745512005168,-1.1750285067622877,-0.858019832822408,0,3,1.0,0.0,1
-0.5967074373735158,-2.4215268203444986,0.4310240474741675,2,2,0.0,1.0,2
-0.3152416650275177,-0.9126078091660328,-1.3593146751599652,3,5,0.0,1.0,1
-0.7374403235465148,-2.3340532544790804,0.8607053409063593,0,2,0.0,1.0,2
-0.4559745512005168,-0.6939238945024869,-1.4667349985180131,0,2,0.0,1.0,1
-0.4559745512005168,-0.2565560651753953,1.4694205066019643,5,2,0.0,1.0,2
0.1069569934914792,-1.9841589910174071,-1.3593146751599652,0,2,1.0,0.0,1
-0.6670738804600153,-1.8092118592865705,1.2545798598858686,3,4,1.0,0.0,2
0.3180563227509777,-1.787343467820216,-1.2877011262546,11,1,0.0,1.0,1
-0.7726235450897645,-1.4374492043585427,0.6458646941902634,2,6,0.0,1.0,2
0.3532395442942274,-0.5408451542380048,-1.3235079007072823,4,3,0.0,1.0,1
-0.4911577727437665,-1.5030543787576065,1.3978069576965992,8,1,0.0,1.0,2
-0.420791329657267,-1.1312917238295783,-0.6789859605589947,7,2,1.0,0.0,1
-0.5967074373735158,-1.0875549408968694,1.2545798598858686,7,5,1.0,0.0,2
-0.1041423357680192,-2.1809745142145984,-1.2877011262546,7,1,0.0,1.0,1
-0.7022571020032651,-0.9782129835650965,1.326193408791234,4,4,1.0,0.0,2
-0.280058443484268,-1.5686595531566705,-0.4283385393902162,1,1,1.0,0.0,1
-0.6670738804600153,-0.847002634766969,1.6484543788653776,6,2,0.0,1.0,2
0.1773234365779787,-2.1153693398155347,-0.965440156180456,1,2,1.0,0.0,1
-0.7374403235465148,-1.4593175958248972,0.6100579197375807,5,3,0.0,1.0,2
-0.280058443484268,-0.7595290689015507,-1.2160875773492346,8,2,1.0,0.0,1
-0.4559745512005168,-0.3440296310408136,1.218773085433186,4,2,1.0,0.0,2
-0.5263409942870163,-0.4096348054398774,-1.0012469306331386,5,3,1.0,0.0,1
-0.5967074373735158,-0.2784244566417499,0.6458646941902634,8,2,1.0,0.0,2
-0.561524215830266,-0.3221612395744591,-1.5383485474233785,9,2,0.0,1.0,1
-0.3856081081140173,-1.4374492043585427,1.4336137321492817,10,4,1.0,0.0,2
-0.0689591142247695,-2.246579688613662,-1.2518943518019172,7,2,1.0,0.0,1
-0.4911577727437665,-1.415580812892188,1.00393243871709,1,3,1.0,0.0,2
-0.139325557311269,-0.7157922859688415,-0.8222130583697254,0,2,1.0,0.0,1
-0.5967074373735158,-2.3340532544790804,0.8248985664536767,1,5,0.0,1.0,2
-0.5967074373735158,-0.6501871115697778,-1.180280802896552,1,2,0.0,1.0,1
-0.6670738804600153,-1.6998699019547976,1.1471595365278209,4,2,0.0,1.0,2
-0.9837228743492632,-1.5467911616903156,-1.4667349985180131,0,3,1.0,0.0,1
-0.5263409942870163,-0.5627135457043595,-1.2518943518019172,9,3,0.0,1.0,1
-1.1596389820655115,-1.109423332363224,-1.82480274304484,6,8,1.0,0.0,1
0.9513543105294732,-1.109423332363224,-0.4283385393902162,4,2,1.0,0.0,1
0.4587892089239767,-1.0438181579641603,0.2877969496634369,0,2,1.0,0.0,1
0.4939724304672264,-2.202842905680953,0.0371495284946583,8,3,1.0,0.0,1
-1.0540893174357626,-1.218765289694997,0.3594104985688022,0,3,1.0,0.0,2
-0.1041423357680192,-0.3877664139735228,-1.3951214496126478,2,1,0.0,1.0,1
-0.0337758926815197,-2.09350094834918,-1.574155321876061,0,2,1.0,0.0,1
1.092087196702472,-1.5686595531566705,-0.6431791861063121,9,4,1.0,0.0,1
-1.687387305214258,-1.1750285067622877,1.505227281054647,1,2,1.0,0.0,2
-1.7225705267575078,-1.940422208084698,1.4694205066019643,2,1,1.0,0.0,2
1.3031865259619706,-2.159106122748244,0.681671468642946,2,4,0.0,1.0,0
0.0014073288617299,-1.32810724702677,1.111352762075138,8,1,0.0,1.0,2
-0.0337758926815197,-0.3440296310408136,0.6100579197375807,2,4,0.0,1.0,2
-0.1041423357680192,-0.9782129835650965,0.681671468642946,3,3,1.0,0.0,2
1.0569039751592224,-1.9841589910174071,-0.3925317649375335,6,2,0.0,1.0,1
1.1976368613322217,-1.6561331190220885,1.720067927770743,8,2,1.0,0.0,0
0.5995220950969757,-0.8688710262333236,-0.6073724116536294,9,2,1.0,0.0,1
0.3532395442942274,-0.7595290689015507,0.3594104985688022,9,1,1.0,0.0,0
-0.3504248865707675,-0.584581937170714,-0.6431791861063121,5,3,1.0,0.0,1
1.6198355198512184,-0.847002634766969,0.0013427540419756,4,2,1.0,0.0,0
-0.2096920003977685,-1.6998699019547976,0.1445698518527062,4,3,0.0,1.0,1
1.549469076764719,-0.3877664139735228,-0.4999520882955815,1,5,1.0,0.0,3
-0.3152416650275177,-0.6064503286370686,-0.1060775693160723,4,1,1.0,0.0,1
1.0217207536159727,-1.918553816618344,-1.5383485474233785,1,1,1.0,0.0,1
-0.842989988176264,-1.5467911616903156,0.9323188898117246,5,4,1.0,0.0,2
0.9513543105294732,-0.4752399798389411,1.2545798598858686,9,4,0.0,1.0,0
-1.7225705267575078,-1.6998699019547976,0.4668308219268501,1,1,0.0,1.0,2
-1.1948222036087617,-0.3658980225071682,-0.75059950946436,7,2,0.0,1.0,1
-1.5114711974980093,-0.3877664139735228,0.0729563029473409,8,2,1.0,0.0,2
1.2328200828754712,-2.2684480800800166,-0.8222130583697254,0,4,0.0,1.0,1
0.6347053166402254,-2.0278957739501164,1.326193408791234,0,2,1.0,0.0,2
1.0217207536159727,-2.355921645945435,-1.3235079007072823,0,4,1.0,0.0,1
-1.5818376405845087,-0.584581937170714,0.1087630774000236,9,1,1.0,0.0,2
-0.7022571020032651,-1.0656865494305148,-0.6073724116536294,0,4,1.0,0.0,1
1.4791026336782194,-2.224711297147308,1.612647604412695,1,5,0.0,1.0,0
1.6198355198512184,-1.6342647275557338,-0.5715656372009468,0,4,0.0,1.0,1
0.2125066581212284,-1.6123963360893794,0.8248985664536767,1,4,0.0,1.0,2
-1.2300054251520114,-1.32810724702677,-1.4309282240653305,1,2,1.0,0.0,1
1.5142858552214693,-0.6064503286370686,-1.2518943518019172,1,5,0.0,1.0,3
0.5643388735537259,-0.6939238945024869,-1.2160875773492346,0,3,1.0,0.0,1
1.2328200828754712,-1.5467911616903156,-1.3235079007072823,1,4,1.0,0.0,1
0.986537532072723,-1.3937124214258336,0.2519901752107542,0,6,1.0,0.0,0
0.1421402150347289,-2.3340532544790804,-1.1086672539911866,0,4,1.0,0.0,1
-0.7374403235465148,-1.5905279446230247,0.8607053409063593,7,2,1.0,0.0,2
-0.9133564312627636,-2.4215268203444986,1.612647604412695,1,3,0.0,1.0,2
-0.5967074373735158,-2.2684480800800166,-1.2518943518019172,1,2,1.0,0.0,1
-0.420791329657267,-1.524922770223961,-1.7531891941394744,1,2,1.0,0.0,1
1.40873619059172,-1.000081375031451,-1.82480274304484,0,5,1.0,0.0,1
1.092087196702472,-1.9841589910174071,1.505227281054647,1,3,0.0,1.0,0
-0.7726235450897645,-1.4593175958248972,0.5026375963795328,8,1,1.0,0.0,2
1.0217207536159727,-2.355921645945435,-1.3235079007072823,5,4,1.0,0.0,1
1.3031865259619706,-0.847002634766969,-1.3593146751599652,7,3,1.0,0.0,1
-0.1041423357680192,-1.831080250752925,-0.6789859605589947,4,4,1.0,0.0,1
0.3532395442942274,-0.5627135457043595,-0.0702707948633896,4,2,0.0,1.0,1
-1.3003718682385108,-1.5905279446230247,-1.180280802896552,10,1,0.0,1.0,1
1.0569039751592224,-0.8251342433006145,1.612647604412695,6,7,0.0,1.0,0
1.0569039751592224,-1.0219497664978057,0.4668308219268501,2,3,1.0,0.0,0
-0.8078067666330143,-1.85294864221928,0.3236037241161195,6,4,0.0,1.0,2
0.4939724304672264,-1.3937124214258336,-1.2518943518019172,2,3,1.0,0.0,1
0.1069569934914792,-1.6561331190220885,1.218773085433186,2,6,1.0,0.0,2
-0.5967074373735158,-1.743606684887507,-0.965440156180456,2,3,1.0,0.0,1
0.5291556520104762,-2.137237731281889,-0.4641453138428988,3,4,1.0,0.0,1
-0.420791329657267,-0.6939238945024869,-1.4667349985180131,1,7,1.0,0.0,1
-1.4762879759547596,-0.6283187201034232,-0.4283385393902162,2,2,0.0,1.0,1
-0.3152416650275177,-1.8092118592865705,0.6100579197375807,1,1,1.0,0.0,2
1.0217207536159727,-1.6342647275557338,1.00393243871709,0,3,1.0,0.0,0
-0.5263409942870163,-2.246579688613662,0.896512115359042,6,6,1.0,0.0,2
0.1069569934914792,-0.4971083713052957,-0.4283385393902162,1,2,1.0,0.0,1
1.5846522983079687,-0.4315031969062319,-0.5357588627482641,0,4,0.0,1.0,3
-1.687387305214258,-2.159106122748244,1.111352762075138,0,3,1.0,0.0,2
1.655018741394468,-2.399658428878144,0.896512115359042,0,3,1.0,0.0,0
-1.0892725389790123,0.7056531593442062,1.720067927770743,0,2,1.0,0.0,2
-0.420791329657267,-2.0278957739501164,0.2161834007580715,1,2,1.0,0.0,2
1.0217207536159727,-1.000081375031451,1.3620001832439166,1,2,0.0,1.0,0
-1.1596389820655115,-2.224711297147308,1.326193408791234,7,4,0.0,1.0,2
1.549469076764719,-0.3440296310408136,-1.072860479538504,1,1,0.0,1.0,3
0.8809878674429737,-0.7157922859688415,-1.3951214496126478,9,3,1.0,0.0,1
0.6698885381834752,-1.371844029959479,0.789091792000994,3,3,0.0,1.0,0
-0.5967074373735158,-1.0438181579641603,1.2903866343385513,1,4,1.0,0.0,2
-0.2096920003977685,-0.5627135457043595,0.4310240474741675,1,2,1.0,0.0,2
0.1069569934914792,-1.4811859872912518,0.2519901752107542,1,3,1.0,0.0,1
0.4939724304672264,-0.8032658518342598,-1.1086672539911866,1,2,1.0,0.0,1
-0.561524215830266,-0.956344592098742,-1.4309282240653305,0,1,1.0,0.0,1
1.3031865259619706,-1.1312917238295783,-0.3925317649375335,0,1,0.0,1.0,1
1.268003304418721,0.6400479849451425,1.1829663109805033,1,1,1.0,0.0,0
0.8458046458997239,-1.743606684887507,-0.1418843437687549,1,2,1.0,0.0,1
-0.9837228743492632,-2.312184863012726,1.4336137321492817,0,1,1.0,0.0,2
1.549469076764719,-2.006027382483762,0.2519901752107542,1,3,1.0,0.0,0
-1.40592153286826,-1.831080250752925,0.3952172730214848,7,1,0.0,1.0,2
-1.3707383113250102,-0.9344762006323872,1.0397392131697727,6,3,1.0,0.0,2
-1.3355550897817603,-1.5905279446230247,0.5384443708322154,8,8,0.0,1.0,2
-0.0337758926815197,-1.32810724702677,-0.5357588627482641,6,4,1.0,0.0,1
0.8458046458997239,-0.6720555030361324,0.789091792000994,2,2,1.0,0.0,0
0.5995220950969757,-0.9126078091660328,-0.2851114415794856,9,3,1.0,0.0,1
1.0569039751592224,-1.743606684887507,1.4336137321492817,3,3,1.0,0.0,0
0.4587892089239767,-0.5189767627716503,-0.3567249904848509,6,2,0.0,1.0,1
-1.124455760522262,-0.6939238945024869,-1.2518943518019172,1,3,0.0,1.0,1
-0.5967074373735158,-1.7217382934211525,1.2545798598858686,5,2,0.0,1.0,2
1.268003304418721,0.9415474980917732,1.7558747022234256,3,3,0.0,1.0,0
-0.6318906589167655,-0.3254196299029459,-1.2518943518019172,5,2,0.0,1.0,1
-0.6318906589167655,0.7497179681489107,0.789091792000994,6,3,1.0,0.0,4
-0.3856081081140173,0.8267821796763443,-1.574155321876061,5,2,1.0,0.0,3
1.4439194121349697,0.1440509980967542,-1.072860479538504,1,2,1.0,0.0,3
0.5643388735537259,1.52009766272565,-0.8938266072750907,6,2,1.0,0.0,3
0.4939724304672264,1.1878949279602575,-1.3951214496126478,4,2,1.0,0.0,3
0.4236059873807269,0.2133300622621655,-1.3235079007072823,0,2,1.0,0.0,3
-0.8078067666330143,0.0444842117504418,1.1471595365278209,8,4,0.0,1.0,2
-1.124455760522262,1.0006140234423968,0.5026375963795328,1,4,1.0,0.0,4
0.2476898796644782,-0.2880028121040132,-1.2877011262546,5,6,0.0,1.0,1
-1.3003718682385108,-0.7267046133105525,-0.75059950946436,5,4,1.0,0.0,1
-0.8781732097195137,0.1655476269081808,1.7558747022234256,5,1,1.0,0.0,2
-1.265188646695261,-1.015892222061625,-1.5025417729706958,9,4,1.0,0.0,1
-1.3003718682385108,-1.2422300737383951,0.9323188898117246,2,3,0.0,1.0,2
0.8106214243564742,-0.3676256254330102,1.505227281054647,9,2,0.0,1.0,0
0.1773234365779787,0.4661067992217582,-1.5383485474233785,4,4,1.0,0.0,3
-0.139325557311269,1.5851342589465884,1.4336137321492817,7,2,0.0,1.0,4
0.5995220950969757,1.579011109336009,-0.2493046671268029,8,1,0.0,1.0,3
-0.7726235450897645,-0.9285279981535388,0.1803766263053889,8,4,1.0,0.0,2
-0.4559745512005168,-0.8942164919428285,-1.072860479538504,10,2,0.0,1.0,1
-1.546654419041259,-0.9109020746316572,0.3236037241161195,13,1,0.0,1.0,2
1.40873619059172,-0.0014175419374364,1.7558747022234256,2,4,1.0,0.0,0
-1.265188646695261,-0.3337733554430933,1.5410340555073296,6,1,0.0,1.0,2
1.4791026336782194,-0.1721222057238002,-0.3925317649375335,4,1,1.0,0.0,3
-1.1596389820655115,0.4990187283786218,-1.574155321876061,3,1,0.0,1.0,4
0.4939724304672264,-1.0090692839241229,1.3978069576965992,7,1,1.0,0.0,0
